SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
PAST SALE,December-16-2021,Condo/Co-op,255 Winter St #111,Waltham,MA,2451,605000,2,2.5,Waltham,1314,,2009,,460,502,Sold,,,https://www.redfin.com/MA/Waltham/255-Winter-St-02451/unit-111/home/39584757,MLS PIN,72914176,N,Y,42.3990121,-71.2529845
PAST SALE,July-9-2021,Townhouse,47 Alder St #25,Waltham,MA,2453,560000,2,1.5,Waltham,1228,,2004,,456,390,Sold,,,https://www.redfin.com/MA/Waltham/47-Alder-St-02453/unit-25/home/11822522,MLS PIN,72840471,N,Y,42.3665772,-71.2353152
PAST SALE,June-25-2019,Condo/Co-op,81 Ash St #1,Waltham,MA,2453,470000,2,1,Waltham,1103,,1900,,426,268,Sold,,,https://www.redfin.com/MA/Waltham/81-Ash-St-02453/unit-1/home/40185488,MLS PIN,72501987,N,Y,42.3659035,-71.2394408
PAST SALE,April-27-2021,Single Family Residential,45 Mokema Ave,Waltham,MA,2451,480000,2,1,Waltham,954,4948,1950,,503,,Sold,,,https://www.redfin.com/MA/Waltham/45-Mokema-Ave-02451/home/11802639,MLS PIN,72796088,N,Y,42.4043232,-71.247259
PAST SALE,June-30-2021,Townhouse,136 Clark St #2,Waltham,MA,2453,810000,3,2.5,Waltham,2300,,2019,,352,200,Sold,,,https://www.redfin.com/MA/Waltham/136-Clark-St-02453/unit-2/home/174882828,MLS PIN,72834272,N,Y,42.3738982,-71.2216405
PAST SALE,November-22-2022,Condo/Co-op,28 Robbins St #4,Waltham,MA,2453,460000,2,1,Waltham,914,,1900,,503,262,Sold,,,https://www.redfin.com/MA/Waltham/28-Robbins-St-02453/unit-4/home/11821978,MLS PIN,73050370,N,Y,42.3652616,-71.2423748
PAST SALE,June-15-2022,Condo/Co-op,87 Ash St Unit 2-2,Waltham,MA,2453,555000,2,1,Waltham,955,,1900,,581,227,Sold,,,https://www.redfin.com/MA/Waltham/87-Ash-St-02453/unit-2-2/home/28675702,MLS PIN,72972163,N,Y,42.3658983,-71.2391994
PAST SALE,May-24-2019,Single Family Residential,14 Albert St,Waltham,MA,2453,580000,3,1,Waltham,1830,6000,1955,,317,,Sold,,,https://www.redfin.com/MA/Waltham/14-Albert-St-02453/home/11818715,MLS PIN,72481480,N,Y,42.3599522,-71.2645641
PAST SALE,June-30-2021,Townhouse,40 Myrtle St #2,Waltham,MA,2453,539000,2,1.5,Waltham,1156,,2002,,466,390,Sold,,,https://www.redfin.com/MA/Waltham/40-Myrtle-St-02453/unit-2/home/11822132,MLS PIN,72835682,N,Y,42.3661391,-71.2352704
PAST SALE,February-28-2022,Single Family Residential,50 Leonard St,Waltham,MA,2451,925000,5,2,Waltham,2253,6534,1910,,411,,Sold,,,https://www.redfin.com/MA/Waltham/50-Leonard-St-02451/home/11821048,MLS PIN,72937003,N,Y,42.3835676,-71.245646
PAST SALE,November-5-2020,Single Family Residential,57 Tudor St,Waltham,MA,2451,650000,3,2,Waltham,1500,9017,1950,,433,,Sold,,,https://www.redfin.com/MA/Waltham/57-Tudor-St-02451/home/11799274,MLS PIN,72734884,N,Y,42.4142857,-71.2475839
PAST SALE,July-31-2019,Condo/Co-op,30 Jacqueline Rd Unit F,Waltham,MA,2452,380000,2,1,Waltham,780,,1979,,487,364,Sold,,,https://www.redfin.com/MA/Waltham/30-Jacqueline-Rd-02452/unit-F/home/11800989,MLS PIN,72508428,N,Y,42.4073393,-71.2330587
PAST SALE,May-13-2022,Townhouse,42 Lexington St #1,Waltham,MA,2452,512500,2,1.5,Waltham,1072,,1970,,478,195,Sold,,,https://www.redfin.com/MA/Waltham/42-Lexington-St-02452/unit-1/home/52324474,MLS PIN,72964602,N,Y,42.3778049,-71.2358862
PAST SALE,May-14-2019,Townhouse,47 Alder St #21,Waltham,MA,2453,509000,2,1.5,Waltham,1248,,2005,,408,390,Sold,,,https://www.redfin.com/MA/Waltham/47-Alder-St-02453/unit-21/home/11822952,MLS PIN,72475423,N,Y,42.3665772,-71.2353152
PAST SALE,September-4-2018,Townhouse,30 Russell St #3,Waltham,MA,2453,595000,3,2,Waltham,1589,,2003,,374,200,Sold,,,https://www.redfin.com/MA/Waltham/30-Russell-St-02453/unit-3/home/11822057,MLS PIN,72365293,N,Y,42.3752613,-71.2433144
PAST SALE,June-21-2022,Townhouse,1005 Trapelo Rd #7,Waltham,MA,2452,625000,3,2.5,Waltham,1379,,2001,,453,307,Sold,,,https://www.redfin.com/MA/Waltham/1005-Trapelo-Rd-02452/unit-7/home/11821828,MLS PIN,72975917,N,Y,42.4109766,-71.232377
PAST SALE,January-11-2022,Condo/Co-op,19 Gorham St #2,Waltham,MA,2453,370000,1,1,Waltham,811,,1870,,456,217,Sold,,,https://www.redfin.com/MA/Waltham/19-Gorham-St-02453/unit-2/home/40262879,MLS PIN,72915754,N,Y,42.3698611,-71.231498
PAST SALE,June-11-2021,Single Family Residential,62 Beaver St,Waltham,MA,2453,747000,3,2,Waltham,2117,8786,1984,,353,,Sold,,,https://www.redfin.com/MA/Waltham/62-Beaver-St-02453/home/11810024,MLS PIN,72811163,N,Y,42.3817633,-71.205631
PAST SALE,June-29-2021,Condo/Co-op,41 Walnut St #21,Waltham,MA,2453,420000,2,1,Waltham,812,,1970,,517,378,Sold,,,https://www.redfin.com/MA/Waltham/41-Walnut-St-02453/unit-21/home/12301735,MLS PIN,72838014,N,Y,42.3695248,-71.2387392
PAST SALE,March-11-2022,Condo/Co-op,58 Jacqueline Rd #8,Waltham,MA,2451,425000,2,1,Waltham,910,,1961,,467,442,Sold,,,https://www.redfin.com/MA/Waltham/58-Jacqueline-Rd-02452/unit-8/home/11801412,MLS PIN,72937358,N,Y,42.406617,-71.2302884
PAST SALE,November-14-2018,Single Family Residential,31 Hatherly Rd,Waltham,MA,2452,571100,3,1,Pigeon Hill,1054,7580,1952,,542,,Sold,,,https://www.redfin.com/MA/Waltham/31-Hatherly-Rd-02452/home/11805151,MLS PIN,72404919,N,Y,42.398443,-71.218208
PAST SALE,June-11-2020,Single Family Residential,86 Indian Rd,Waltham,MA,2451,450000,3,1,Waltham,1420,3223,1910,,317,,Sold,,,https://www.redfin.com/MA/Waltham/86-Indian-Rd-02451/home/11803065,MLS PIN,72652241,N,Y,42.4036766,-71.2376987
PAST SALE,September-21-2018,Townhouse,26 Auburn St #2,Waltham,MA,2453,565000,2,2.5,Waltham,1600,,2006,,353,111,Sold,,,https://www.redfin.com/MA/Waltham/26-Auburn-St-02453/unit-2/home/12430694,MLS PIN,72364092,N,Y,42.3734403,-71.2507632
PAST SALE,October-16-2020,Single Family Residential,25 Marlborough Rd,Waltham,MA,2452,660000,3,1,Waltham,1522,3920,1920,,434,,Sold,,,https://www.redfin.com/MA/Waltham/25-Marlborough-Rd-02452/home/11805957,MLS PIN,72708409,N,Y,42.3943439,-71.2028255
PAST SALE,May-6-2020,Single Family Residential,34 Crafts St,Waltham,MA,2453,853000,4,2.5,Waltham,2504,5489,1900,,341,,Sold,,,https://www.redfin.com/MA/Waltham/34-Crafts-St-02453/home/11821679,MLS PIN,72627648,N,Y,42.3617095,-71.2347757
PAST SALE,November-14-2018,Condo/Co-op,87 Clocktower Dr #205,Waltham,MA,2452,665000,2,2,Waltham,1705,,2006,,390,598,Sold,,,https://www.redfin.com/MA/Waltham/87-Clocktower-Dr-02452/unit-205/home/12430576,MLS PIN,72407709,N,Y,42.4095722,-71.224218
PAST SALE,November-8-2021,Condo/Co-op,38 Nathan Rd #4,Waltham,MA,2451,377000,1,1,Waltham,655,,1930,,576,125,Sold,,,https://www.redfin.com/MA/Waltham/38-Nathan-Rd-02453/unit-4/home/18960325,MLS PIN,72898486,N,Y,42.3750524,-71.2551311
PAST SALE,August-16-2018,Condo/Co-op,107 Clocktower Dr #309,Waltham,MA,2452,670000,2,2,Waltham,1705,,2006,,393,598,Sold,,,https://www.redfin.com/MA/Waltham/107-Clocktower-Dr-02452/unit-309/home/18967016,MLS PIN,72335584,N,Y,42.4087608,-71.223817
PAST SALE,April-8-2020,Townhouse,21 Hall St #1,Waltham,MA,2453,764000,3,2.5,Waltham,2208,,2015,,346,200,Sold,,,https://www.redfin.com/MA/Waltham/21-Hall-St-02453/unit-1/home/56798136,MLS PIN,72615738,N,Y,42.3704892,-71.2349674
PAST SALE,January-22-2021,Condo/Co-op,10 Washington Ave #1,Waltham,MA,2453,452000,2,1,Waltham,934,,1960,,484,200,Sold,,,https://www.redfin.com/MA/Waltham/10-Washington-Ave-02453/unit-1/home/77521940,MLS PIN,72763334,N,Y,42.3630949,-71.2384651
PAST SALE,November-23-2021,Single Family Residential,41 Marivista Ave,Waltham,MA,2451,610000,3,2,Waltham,1840,2522,1973,,332,,Sold,,,https://www.redfin.com/MA/Waltham/41-Marivista-Ave-02451/home/11802947,MLS PIN,72904869,N,Y,42.401572,-71.2403914
PAST SALE,May-9-2019,Single Family Residential,17 Charles Street Ave,Waltham,MA,2453,764900,3,2.5,Waltham,2300,4550,2017,,333,,Sold,,,https://www.redfin.com/MA/Waltham/17-Charles-Street-Ave-02453/home/11812651,MLS PIN,72460883,N,Y,42.3739239,-71.2488256
PAST SALE,February-26-2020,Townhouse,28 Robbins St #3,Waltham,MA,2453,515000,3,2,Waltham,1500,,1900,,343,281,Sold,,,https://www.redfin.com/MA/Waltham/28-Robbins-St-02453/unit-3/home/11822101,MLS PIN,72608165,N,Y,42.3652616,-71.2423748
PAST SALE,June-30-2021,Condo/Co-op,31 Pond St #14,Waltham,MA,2451,300000,1,1,Waltham,567,,1981,,529,264,Sold,,,https://www.redfin.com/MA/Waltham/31-Pond-St-02451/unit-14/home/11808973,MLS PIN,72829972,N,Y,42.3798655,-71.2375182
PAST SALE,November-16-2018,Single Family Residential,121 Marivista Ave,Waltham,MA,2451,649900,3,2.5,Waltham,1872,3000,2004,,347,,Sold,,,https://www.redfin.com/MA/Waltham/121-Marivista-Ave-02451/home/11822539,MLS PIN,72393725,N,Y,42.3996311,-71.2429397
PAST SALE,February-25-2019,Townhouse,218 South St #3,Waltham,MA,2453,570000,2,2.5,Waltham,1440,,2004,,396,375,Sold,,,https://www.redfin.com/MA/Waltham/218-South-St-02453/unit-3/home/11822544,MLS PIN,72427419,N,Y,42.3684135,-71.2508909
PAST SALE,September-3-2020,Townhouse,9 Russell St #1,Waltham,MA,2453,460000,2,1.5,Waltham,982,,2004,,468,125,Sold,,,https://www.redfin.com/MA/Waltham/9-Russell-St-02453/unit-1/home/11822533,MLS PIN,72688092,N,Y,42.3755245,-71.2423514
PAST SALE,November-21-2019,Single Family Residential,30 Nutting Rd,Waltham,MA,2451,690000,4,2.5,Waltham,3269,8189,1950,,211,,Sold,,,https://www.redfin.com/MA/Waltham/30-Nutting-Rd-02451/home/11803156,MLS PIN,72574304,N,Y,42.4011109,-71.2352862
PAST SALE,February-3-2020,Townhouse,21 Hall St #2,Waltham,MA,2453,749900,3,2.5,Waltham,2208,,2015,,340,200,Sold,,,https://www.redfin.com/MA/Waltham/21-Hall-St-02453/unit-2/home/61702695,MLS PIN,72599810,N,Y,42.3704892,-71.2349674
PAST SALE,December-11-2019,Townhouse,70 Pond St #2,Waltham,MA,2451,599900,2,3,Waltham,2268,,2003,,265,200,Sold,,,https://www.redfin.com/MA/Waltham/70-Pond-St-02451/unit-2/home/11822347,MLS PIN,72586324,N,Y,42.3793253,-71.2391931
PAST SALE,July-8-2022,Townhouse,55 Ash St #23,Waltham,MA,2453,525000,2,2,Waltham,1033,,1904,,508,232,Sold,,,https://www.redfin.com/MA/Waltham/55-Ash-St-02453/unit-23/home/11822732,MLS PIN,72984866,N,Y,42.3661412,-71.2406752
PAST SALE,,Condo/Co-op,34 Winter St Unit B2,Waltham,MA,2451,660000,3,2.5,,3027,,1987,,218,,,,,https://www.redfin.com/MA/Waltham/34-Winter-St-02451/unit-B2/home/11804387,,,N,Y,42.394154,-71.2456165
PAST SALE,August-16-2022,Condo/Co-op,36 Washington Ave #4,Waltham,MA,2453,557000,2,1,Waltham,1602,,1890,,348,175,Sold,,,https://www.redfin.com/MA/Waltham/36-Washington-Ave-02453/unit-4/home/40324224,MLS PIN,73003079,N,Y,42.3628743,-71.2372382
PAST SALE,May-29-2020,Single Family Residential,752 Beaver St,Waltham,MA,2452,530000,4,1.5,Waltham,2092,12458,1950,,253,,Sold,,,https://www.redfin.com/MA/Waltham/752-Beaver-St-02452/home/11806834,MLS PIN,72591824,N,Y,42.3858147,-71.2348221
PAST SALE,November-19-2018,Condo/Co-op,29 Spruce St #24,Waltham,MA,2453,545000,2,1.5,Waltham,1129,,2009,,483,370,Sold,,,https://www.redfin.com/MA/Waltham/29-Spruce-St-02453/unit-24/home/21495359,MLS PIN,72394353,N,Y,42.3703932,-71.2383001
PAST SALE,January-4-2022,Condo/Co-op,63 Ash St #2,Waltham,MA,2453,365000,1,1,Waltham,616,,1900,,593,188,Sold,,,https://www.redfin.com/MA/Waltham/63-Ash-St-02453/unit-2/home/18960302,MLS PIN,72904845,N,Y,42.3661025,-71.2402954
PAST SALE,March-5-2021,Multi-Family (2-4 Unit),53-55 Derby St,Waltham,MA,2453,829000,6,3,Waltham,3500,5000,1910,,237,,Sold,,,https://www.redfin.com/MA/Waltham/53-Derby-St-02453/home/11819992,MLS PIN,72763360,N,Y,42.3607704,-71.2368238
PAST SALE,November-12-2020,Condo/Co-op,16 Winter St Unit 44A,Waltham,MA,2451,387500,2,2,Waltham,1092,,1981,,355,375,Sold,,,https://www.redfin.com/MA/Waltham/16-Winter-St-02451/unit-44A/home/11804430,MLS PIN,72713744,N,Y,42.3940196,-71.2445653
PAST SALE,November-30-2021,Single Family Residential,74 Boynton St,Waltham,MA,2451,625000,4,2,Waltham,1764,6325,1925,,354,,Sold,,,https://www.redfin.com/MA/Waltham/74-Boynton-St-02453/home/11821475,MLS PIN,72903063,N,Y,42.3717842,-71.253055
PAST SALE,June-9-2020,Single Family Residential,17 Humboldt St,Waltham,MA,2452,820000,3,3.5,Waltham,2448,3615,2008,,335,,Sold,,,https://www.redfin.com/MA/Waltham/17-Humboldt-St-02452/home/11805600,MLS PIN,72624116,N,Y,42.3973063,-71.2020969
PAST SALE,October-4-2021,Townhouse,9 Dix St #1,Waltham,MA,2451,565000,2,2.5,Waltham,1500,4792,2000,,377,150,Sold,,,https://www.redfin.com/MA/Waltham/9-Dix-St-02453/unit-1/home/11821706,MLS PIN,72866238,N,Y,42.3719454,-71.2204357
PAST SALE,December-8-2022,Single Family Residential,146 Trapelo Rd,Waltham,MA,2451,640000,4,1.5,Waltham,1690,3798,1920,,379,,Sold,,,https://www.redfin.com/MA/Waltham/146-Trapelo-Rd-02452/home/11806027,MLS PIN,73039690,N,Y,42.3927781,-71.2027447
PAST SALE,October-22-2018,Townhouse,79 Francis St #1,Waltham,MA,2451,549000,3,2.5,Waltham,1733,,1910,,317,250,Sold,,,https://www.redfin.com/MA/Waltham/79-Francis-St-02451/unit-1/home/40324213,MLS PIN,72379407,N,Y,42.3786922,-71.2454774
PAST SALE,April-30-2020,Townhouse,34 Winter St Unit B4,Waltham,MA,2451,645000,3,3.5,Waltham,3027,,1987,,213,400,Sold,,,https://www.redfin.com/MA/Waltham/34-Winter-St-02451/unit-B4/home/11804389,MLS PIN,72618428,N,Y,42.394154,-71.2456165
PAST SALE,September-28-2018,Single Family Residential,136 Chaffee Ave,Waltham,MA,2453,620000,3,2.5,Waltham,2094,6020,1945,,296,,Sold,,,https://www.redfin.com/MA/Waltham/136-Chaffee-Ave-02453/home/11814132,MLS PIN,72356317,N,Y,42.3780023,-71.2146979
PAST SALE,February-28-2019,Condo/Co-op,139 Robbins St #3,Waltham,MA,2453,475000,3,2,Waltham,2025,,1920,,235,200,Sold,,,https://www.redfin.com/MA/Waltham/139-Robbins-St-02453/unit-3/home/18960390,MLS PIN,72427466,N,Y,42.3638869,-71.237127
PAST SALE,August-22-2018,Single Family Residential,94 Sherbourne Pl,Waltham,MA,2451,804500,6,3.5,Reservoir Estates,3950,15582,1979,,204,,Sold,,,https://www.redfin.com/MA/Waltham/94-Sherbourne-Pl-02451/home/11798364,MLS PIN,72341174,N,Y,42.4228347,-71.2656816
PAST SALE,June-22-2023,Townhouse,11 Bellevue St #2,Waltham,MA,2453,665000,4,2.5,Waltham,2203,,1890,,302,86,Sold,,,https://www.redfin.com/MA/Waltham/11-Bellevue-St-02453/unit-2/home/40324215,MLS PIN,73097697,N,Y,42.369913,-71.2465596
PAST SALE,December-17-2020,Townhouse,98 Francis St #2,Waltham,MA,2451,532000,3,2,Waltham,1357,,2001,,392,,Sold,,,https://www.redfin.com/MA/Waltham/98-Francis-St-02451/unit-2/home/11821839,MLS PIN,72722748,N,Y,42.3798126,-71.2458363
PAST SALE,,Condo/Co-op,17 Parkers Ln #1,Waltham,MA,2453,465000,3,2,,1382,,1900,,336,,,,,https://www.redfin.com/MA/Waltham/17-Parkers-Ln-02453/unit-1/home/11822248,,,N,Y,42.3711268,-71.2218511
PAST SALE,,Condo/Co-op,47 Angleside Rd #1,Waltham,MA,2453,377500,2,1,,1165,,1980,,324,,,,,https://www.redfin.com/MA/Waltham/47-Angleside-Rd-02453/unit-1/home/11818833,,,N,Y,42.3589889,-71.2582144
PAST SALE,,Condo/Co-op,38 Eddy St #1,Waltham,MA,2453,550000,1,1,,958,,1920,,574,,,,,https://www.redfin.com/MA/Waltham/38-Eddy-St-02453/unit-1/home/12551651,,,N,Y,42.375706,-71.2538577
PAST SALE,June-3-2019,Multi-Family (2-4 Unit),66-68 Central St,Waltham,MA,2453,695000,4,2,Waltham,2298,12115,1880,,302,,Sold,,,https://www.redfin.com/MA/Waltham/66-Central-St-02453/home/181077604,MLS PIN,72466334,N,Y,42.3751831,-71.2318169
PAST SALE,,Condo/Co-op,330 Bishops Forest Dr,Waltham,MA,2452,740000,2,2,,2235,,1989,,331,,,,,https://www.redfin.com/MA/Waltham/330-Bishops-Forest-Dr-02452/home/11804850,,,N,Y,42.3983583,-71.22455
PAST SALE,,Condo/Co-op,136 Bishops Forest Dr #000136,Waltham,MA,2452,831000,2,2.5,,2913,,1995,,285,,,,,https://www.redfin.com/MA/Waltham/136-Bishops-Forest-Dr-02452/unit-000136/home/11804982,,,N,Y,42.3985798,-71.2291788
PAST SALE,,Condo/Co-op,215 Ash St #4,Waltham,MA,2453,455000,2,1,,835,,1900,,545,,,,,https://www.redfin.com/MA/Waltham/215-Ash-St-02453/unit-4/home/11823131,,,N,Y,42.3647152,-71.2330012
PAST SALE,October-5-2020,Condo/Co-op,243 Lake St #23,Waltham,MA,2451,250000,1,1,Lakeview,450,3000,1970,,556,295,Sold,,,https://www.redfin.com/MA/Waltham/243-Lake-St-02451/unit-23/home/11822962,MLS PIN,72726291,N,Y,42.4046487,-71.244863
PAST SALE,August-11-2022,Multi-Family (2-4 Unit),24-26 Taylor St,Waltham,MA,2453,845580,6,4.5,Waltham,3087,5001,1870,,274,,Sold,,,https://www.redfin.com/MA/Waltham/24-Taylor-St-02453/home/11817085,MLS PIN,73012087,N,Y,42.370136,-71.2359033
PAST SALE,,Condo/Co-op,14 Gardner St #2,Waltham,MA,2453,550000,4,2,,1599,,1900,,344,,,,,https://www.redfin.com/MA/Waltham/14-Gardner-St-02453/unit-2/home/18967014,,,N,Y,42.3702105,-71.2322743
PAST SALE,,Condo/Co-op,74 School St #1,Waltham,MA,2452,377500,1,1,,780,,1985,,484,,,,,https://www.redfin.com/MA/Waltham/74-School-St-02452/unit-1/home/11438190,,,N,Y,42.3777607,-71.2343064
PAST SALE,,Multi-Family (2-4 Unit),418 Main St,Waltham,MA,2452,701888,9,4,,3686,11761,1820,,190,,,,,https://www.redfin.com/MA/Waltham/418-Main-St-02452/home/11813417,,,N,Y,42.3773647,-71.2265415
PAST SALE,,Condo/Co-op,79 Bishops Forest Dr,Waltham,MA,2452,675000,2,3,,2424,,1988,,278,,,,,https://www.redfin.com/MA/Waltham/79-Bishops-Forest-Dr-02452/home/11820746,,,N,Y,42.3993482,-71.2302357
PAST SALE,,Condo/Co-op,36 Jacqueline Rd Unit F,Waltham,MA,2452,355000,2,1,,780,,1979,,455,,,,,https://www.redfin.com/MA/Waltham/36-Jacqueline-Rd-02452/unit-F/home/11801029,,,N,Y,42.4078276,-71.2329685
PAST SALE,September-10-2021,Townhouse,61 Gale St #1,Waltham,MA,2453,819900,3,2.5,Waltham,2400,,2021,,342,200,Sold,,,https://www.redfin.com/MA/Waltham/61-Gale-St-02453/unit-1/home/179768378,MLS PIN,72893353,N,Y,42.3738263,-71.2238699
PAST SALE,May-3-2022,Townhouse,36 Taylor St #2,Waltham,MA,2543,1350000,3,4,South Waltham,3000,,2021,,450,250,Sold,,,https://www.redfin.com/MA/Falmouth/36-TAYLOR-ST-02543/unit-2/home/178973614,MLS PIN,72964105,N,Y,42.370084,-71.235333
PAST SALE,,Condo/Co-op,111 Hammond St #3,Waltham,MA,2451,492000,2,1.5,,800,,2004,,615,,,,,https://www.redfin.com/MA/Waltham/111-Hammond-St-02451/unit-3/home/11822326,,,N,Y,42.3801888,-71.2464174
PAST SALE,July-16-2018,Single Family Residential,39 Braemore Rd,Waltham,MA,2453,975000,4,3,Waltham,3200,7400,2018,,305,,Sold,,,https://www.redfin.com/MA/Waltham/39-Braemore-Rd-02451/home/76478964,MLS PIN,72340243,N,Y,42.4005124,-71.2411138
PAST SALE,,Condo/Co-op,40 Bacon St #4,Waltham,MA,2451,459000,2,1.5,,832,,2001,,552,,,,,https://www.redfin.com/MA/Waltham/40-Bacon-St-02451/unit-4/home/11821873,,,N,Y,42.3777802,-71.2431021
PAST SALE,,Condo/Co-op,64 Cherry St #3,Waltham,MA,2453,369900,1,1,,755,,1920,,490,,,,,https://www.redfin.com/MA/Waltham/64-Cherry-St-02453/unit-3/home/11822591,,,N,Y,42.3672146,-71.239616
PAST SALE,,Condo/Co-op,97 Fiske St,Waltham,MA,2451,495000,3,1.5,,1680,,1997,,295,,,,,https://www.redfin.com/MA/Waltham/97-Fiske-St-02451/home/11821069,,,N,Y,42.3796634,-71.2433979
PAST SALE,June-27-2022,Condo/Co-op,73 Lionel Ave Unit A,Waltham,MA,2452,300000,1,1,Waltham,710,,1979,,423,320,Sold,,,https://www.redfin.com/MA/Waltham/73-Lionel-Ave-02452/unit-A/home/11803769,MLS PIN,72986285,N,Y,42.4056193,-71.2310491
PAST SALE,August-7-2018,Single Family Residential,166 Circle Dr,Waltham,MA,2452,586500,3,2,Waltham,2380,10824,1957,,246,,Sold,,,https://www.redfin.com/MA/Waltham/166-Circle-Dr-02452/home/11804045,MLS PIN,72350816,N,Y,42.4015204,-71.2155627
PAST SALE,June-11-2019,Condo/Co-op,64 Jacqueline Rd #12,Waltham,MA,2452,250000,1,1,Waltham,720,,1979,,347,365,Sold,,,https://www.redfin.com/MA/Waltham/64-Jacqueline-Rd-02452/unit-12/home/11820562,MLS PIN,72489605,N,Y,42.406794,-71.231397
PAST SALE,January-28-2022,Single Family Residential,99 Seminole Ave,Waltham,MA,2451,570000,3,2,Waltham,1296,4230,1965,,440,,Sold,,,https://www.redfin.com/MA/Waltham/99-Seminole-Ave-02451/home/11801877,MLS PIN,72933407,N,Y,42.4051854,-71.245774
PAST SALE,April-30-2021,Single Family Residential,101 Copeland St,Waltham,MA,2451,745000,4,2,Waltham,1908,10411,1964,,390,,Sold,,,https://www.redfin.com/MA/Waltham/101-Copeland-St-02451/home/11798962,MLS PIN,72788120,N,Y,42.416606,-71.2481407
PAST SALE,May-28-2020,Townhouse,8 Day St #2,Waltham,MA,2453,760000,3,3.5,Waltham,2400,5009,2020,,317,,Sold,,,https://www.redfin.com/MA/Waltham/8-Day-St-02453/unit-2/home/171378036,MLS PIN,72645584,N,Y,42.3677771,-71.2287122
PAST SALE,July-21-2022,Single Family Residential,52 Clematis Ave,Waltham,MA,2453,575000,4,2.5,Waltham,1584,7579,1920,,363,,Sold,,,https://www.redfin.com/MA/Waltham/52-Clematis-Ave-02453/home/11809844,MLS PIN,72981021,N,Y,42.383317,-71.2042851
PAST SALE,April-22-2019,Multi-Family (5+ Unit),78-80 Harvard St,Waltham,MA,2453,1400000,11,6,Waltham,4350,4950,1970,,322,,Sold,,,https://www.redfin.com/MA/Waltham/78-Harvard-St-02453/home/11812839,MLS PIN,72458239,N,Y,42.3735943,-71.2431696
PAST SALE,September-10-2020,Townhouse,14 Robbins St #2,Waltham,MA,2453,799000,3,3.5,Waltham,2300,,2020,,347,200,Sold,,,https://www.redfin.com/MA/Waltham/14-Robbins-St-02453/unit-2/home/172123842,MLS PIN,72676145,N,Y,42.3653358,-71.2428391
PAST SALE,November-19-2019,Townhouse,238 Bishops Forest Dr #238,Waltham,MA,2452,630000,2,3.5,Waltham,2420,,1989,,260,580,Sold,,,https://www.redfin.com/MA/Waltham/238-Bishops-Forest-Dr-02452/unit-238/home/77501011,MLS PIN,72559784,N,Y,42.4006853,-71.2280424
PAST SALE,May-21-2021,Condo/Co-op,19 Robbins St Unit 3-1,Waltham,MA,2453,447500,1,1,Waltham,729,,1930,,614,300,Sold,,,https://www.redfin.com/MA/Waltham/19-Robbins-St-02453/unit-3-1/home/18960330,MLS PIN,72814941,N,Y,42.3647463,-71.2428505
PAST SALE,April-27-2023,Single Family Residential,3 Tomlin St,Waltham,MA,2451,630000,3,1,Highlands,2558,12275,1920,,246,,Sold,,,https://www.redfin.com/MA/Waltham/3-Tomlin-St-02451/home/11808372,MLS PIN,73088025,N,Y,42.3856633,-71.2489332
PAST SALE,June-2-2020,Condo/Co-op,948 Main St #305,Waltham,MA,2451,420000,1,1,Waltham,761,,2012,,552,313,Sold,,,https://www.redfin.com/MA/Waltham/948-Main-St-02451/unit-305/home/92912168,MLS PIN,72656036,N,Y,42.3757015,-71.249435
PAST SALE,January-27-2022,Condo/Co-op,87 Clocktower Dr #2202,Waltham,MA,2452,655000,2,2,Waltham,1310,,2006,,500,496,Sold,,,https://www.redfin.com/MA/Waltham/87-Clocktower-Dr-02452/unit-2202/home/113230630,MLS PIN,72928488,N,Y,42.4095722,-71.224218
PAST SALE,October-11-2019,Single Family Residential,92 Potter Rd,Waltham,MA,2453,540000,3,2,Waltham,1407,1612,1883,,384,,Sold,,,https://www.redfin.com/MA/Waltham/92-Potter-Rd-02453/home/11814443,MLS PIN,72559842,N,Y,42.3745273,-71.2209926
PAST SALE,August-12-2022,Single Family Residential,29 Barbara Rd,Waltham,MA,2451,850000,3,2.5,Warrendale,1732,5750,1930,,491,,Sold,,,https://www.redfin.com/MA/Waltham/29-Barbara-Rd-02453/home/11815596,MLS PIN,72994828,N,Y,42.3759428,-71.2104536
PAST SALE,December-5-2022,Single Family Residential,62 Oakley Ln,Waltham,MA,2452,860000,4,2,Waltham,2668,12001,1954,,322,,Sold,,,https://www.redfin.com/MA/Waltham/62-Oakley-Ln-02452/home/11808895,MLS PIN,73059868,N,Y,42.3844398,-71.2330587
PAST SALE,August-14-2020,Single Family Residential,83 Barbara Rd,Waltham,MA,2453,800000,4,2.5,WARRENDALE,2434,6882,1938,,329,,Sold,,,https://www.redfin.com/MA/Waltham/83-Barbara-Rd-02453/home/11815100,MLS PIN,72695749,N,Y,42.3776769,-71.2094995
